File,Number of Threads/Processes,N,Sum,Time Taken
Multiprocessing_popen,4,1000000000,499999999500000000,0.842015
Multiprocessing_popen,4,1000000000,499999999500000000,0.845110
Multiprocessing_popen,4,1000000000,499999999500000000,0.916688
Multiprocessing_popen,4,1000000000,499999999500000000,0.833749
Multiprocessing_popen,4,1000000000,499999999500000000,0.916201
Multiprocessing_popen,4,1000000000,499999999500000000,0.911308
Multiprocessing_popen,4,1000000000,499999999500000000,0.874813
Multiprocessing_popen,4,1000000000,499999999500000000,0.838606
Multiprocessing_popen,4,1000000000,499999999500000000,0.968219
Multiprocessing_popen,4,1000000000,499999999500000000,0.822618
Multiprocessing_popen,4,1000000000,499999999500000000,0.926626
Multiprocessing_popen,4,1000000000,499999999500000000,0.818048
Multiprocessing_popen,4,1000000000,499999999500000000,0.836927
Multiprocessing_popen,4,1000000000,499999999500000000,0.911035
Multiprocessing_popen,4,1000000000,499999999500000000,0.901058
Multiprocessing_popen,4,1000000000,499999999500000000,0.892709
Multiprocessing_popen,4,1000000000,499999999500000000,0.989654
Multiprocessing_popen,4,1000000000,499999999500000000,0.896569
Multiprocessing_popen,4,1000000000,499999999500000000,0.848937
Multiprocessing_popen,4,1000000000,499999999500000000,0.826888
Multiprocessing_popen,4,1000000000,499999999500000000,0.877063
Multiprocessing_popen,4,1000000000,499999999500000000,0.878603
Multiprocessing_popen,4,1000000000,499999999500000000,0.872310
Multiprocessing_popen,4,1000000000,499999999500000000,0.873206
Multiprocessing_popen,4,1000000000,499999999500000000,0.888440
Multiprocessing_popen,4,1000000000,499999999500000000,0.925455
Multiprocessing_popen,4,1000000000,499999999500000000,0.902997
Multiprocessing_popen,4,1000000000,499999999500000000,0.876603
Multiprocessing_popen,4,1000000000,499999999500000000,0.925097
Multiprocessing_popen,4,1000000000,499999999500000000,0.919883
Multiprocessing_popen,4,1000000000,499999999500000000,0.906435
Multiprocessing_popen,4,1000000000,499999999500000000,0.906601
Multiprocessing_popen,4,1000000000,499999999500000000,0.901795
Multiprocessing_popen,4,1000000000,499999999500000000,0.892959
Multiprocessing_popen,4,1000000000,499999999500000000,0.846151
Multiprocessing_popen,4,1000000000,499999999500000000,0.912819
Multiprocessing_popen,4,1000000000,499999999500000000,0.849257
Multiprocessing_popen,4,1000000000,499999999500000000,0.854095
Multiprocessing_popen,4,1000000000,499999999500000000,0.914709
Multiprocessing_popen,4,1000000000,499999999500000000,0.900578
Multiprocessing_popen,4,1000000000,499999999500000000,0.896288
Multiprocessing_popen,4,1000000000,499999999500000000,0.909412
Multiprocessing_popen,4,1000000000,499999999500000000,0.851307
Multiprocessing_popen,4,1000000000,499999999500000000,0.906547
Multiprocessing_popen,4,1000000000,499999999500000000,0.850882
Multiprocessing_popen,4,1000000000,499999999500000000,0.885246
Multiprocessing_popen,4,1000000000,499999999500000000,0.878142
Multiprocessing_popen,4,1000000000,499999999500000000,0.878429
Multiprocessing_popen,4,1000000000,499999999500000000,0.874668
Multiprocessing_popen,4,1000000000,499999999500000000,0.877036
Multiprocessing_popen,4,1000000000,499999999500000000,0.869552
Multiprocessing_popen,4,1000000000,499999999500000000,0.940917
Multiprocessing_popen,4,1000000000,499999999500000000,0.865947
Multiprocessing_popen,4,1000000000,499999999500000000,0.872384
Multiprocessing_popen,4,1000000000,499999999500000000,0.875576
Multiprocessing_popen,4,1000000000,499999999500000000,0.876538
Multiprocessing_popen,4,1000000000,499999999500000000,0.873311
Multiprocessing_popen,4,1000000000,499999999500000000,0.875775
Multiprocessing_popen,4,1000000000,499999999500000000,0.882372
Multiprocessing_popen,4,1000000000,499999999500000000,0.875333
Multiprocessing_popen,4,1000000000,499999999500000000,0.859016
Multiprocessing_popen,4,1000000000,499999999500000000,0.825183
Multiprocessing_popen,4,1000000000,499999999500000000,0.819787
Multiprocessing_popen,4,1000000000,499999999500000000,0.885963
Multiprocessing_popen,4,1000000000,499999999500000000,0.876627
Multiprocessing_popen,4,1000000000,499999999500000000,0.876357
Multiprocessing_popen,4,1000000000,499999999500000000,0.869570
Multiprocessing_popen,4,1000000000,499999999500000000,0.866994
Baseline,1,1000000000,499999999500000000,2.930223
Baseline,1,1000000000,499999999500000000,2.883992
Baseline,1,1000000000,499999999500000000,2.846004
Baseline,1,1000000000,499999999500000000,2.834323
Baseline,1,1000000000,499999999500000000,2.803448
Baseline,1,1000000000,499999999500000000,2.792082
Baseline,1,1000000000,499999999500000000,2.780444
Baseline,1,1000000000,499999999500000000,2.846526
Baseline,1,1000000000,499999999500000000,2.832808
Baseline,1,1000000000,499999999500000000,2.741311
Baseline,1,1000000000,499999999500000000,2.732591
Baseline,1,1000000000,499999999500000000,2.824751
Baseline,1,1000000000,499999999500000000,2.811047
Baseline,1,1000000000,499999999500000000,2.738193
Baseline,1,1000000000,499999999500000000,2.739373
Baseline,1,1000000000,499999999500000000,2.740540
Baseline,1,1000000000,499999999500000000,2.800937
Baseline,1,1000000000,499999999500000000,2.726306
Baseline,1,1000000000,499999999500000000,2.791199
Baseline,1,1000000000,499999999500000000,2.787367
Baseline,1,1000000000,499999999500000000,2.718577
Baseline,1,1000000000,499999999500000000,2.778877
Baseline,1,1000000000,499999999500000000,2.792580
Baseline,1,1000000000,499999999500000000,2.785619
Baseline,1,1000000000,499999999500000000,2.759222
Baseline,1,1000000000,499999999500000000,2.787867
Baseline,1,1000000000,499999999500000000,2.779707
Baseline,1,1000000000,499999999500000000,2.756169
Baseline,1,1000000000,499999999500000000,2.778089
Baseline,1,1000000000,499999999500000000,2.778683
Baseline,1,1000000000,499999999500000000,2.767318
Baseline,1,1000000000,499999999500000000,2.756914
Baseline,1,1000000000,499999999500000000,2.754752
Baseline,1,1000000000,499999999500000000,2.708257
Baseline,1,1000000000,499999999500000000,2.775379
Baseline,1,1000000000,499999999500000000,2.709651
Baseline,1,1000000000,499999999500000000,2.776062
Baseline,1,1000000000,499999999500000000,2.770993
Baseline,1,1000000000,499999999500000000,2.772675
Baseline,1,1000000000,499999999500000000,2.771652
Baseline,1,1000000000,499999999500000000,2.712527
Baseline,1,1000000000,499999999500000000,2.700950
Baseline,1,1000000000,499999999500000000,2.716623
Baseline,1,1000000000,499999999500000000,2.708347
Baseline,1,1000000000,499999999500000000,2.726546
Baseline,1,1000000000,499999999500000000,2.691515
Baseline,1,1000000000,499999999500000000,2.708688
Baseline,1,1000000000,499999999500000000,2.699117
Baseline,1,1000000000,499999999500000000,2.721190
Baseline,1,1000000000,499999999500000000,2.729290
Baseline,1,1000000000,499999999500000000,2.730227
Baseline,1,1000000000,499999999500000000,2.743802
Baseline,1,1000000000,499999999500000000,2.714706
Baseline,1,1000000000,499999999500000000,2.717555
Baseline,1,1000000000,499999999500000000,2.725216
Baseline,1,1000000000,499999999500000000,2.722388
Baseline,1,1000000000,499999999500000000,2.732103
Baseline,1,1000000000,499999999500000000,2.707614
Baseline,1,1000000000,499999999500000000,2.708615
Baseline,1,1000000000,499999999500000000,2.710520
Baseline,1,1000000000,499999999500000000,2.712582
Baseline,1,1000000000,499999999500000000,2.703493
Baseline,1,1000000000,499999999500000000,2.719162
Baseline,1,1000000000,499999999500000000,2.686791
Baseline,1,1000000000,499999999500000000,2.716077
Baseline,1,1000000000,499999999500000000,2.728925
Baseline,1,1000000000,499999999500000000,2.712742
Baseline,1,1000000000,499999999500000000,2.683948
Baseline,1,1000000000,499999999500000000,2.728879
Baseline,1,1000000000,499999999500000000,2.713751
Baseline,1,1000000000,499999999500000000,2.717465
Baseline,1,1000000000,499999999500000000,2.700693
Baseline,1,1000000000,499999999500000000,2.724454
Baseline,1,1000000000,499999999500000000,2.702244
Baseline,1,1000000000,499999999500000000,2.719361
Baseline,1,1000000000,499999999500000000,2.724469
Baseline,1,1000000000,499999999500000000,2.690122
Baseline,1,1000000000,499999999500000000,2.785810
Baseline,1,1000000000,499999999500000000,2.687756
Baseline,1,1000000000,499999999500000000,2.725940
Baseline,1,1000000000,499999999500000000,2.726506
Baseline,1,1000000000,499999999500000000,2.696831
Baseline,1,1000000000,499999999500000000,2.721099
Baseline,1,1000000000,499999999500000000,2.717648
Baseline,1,1000000000,499999999500000000,2.764157
Baseline,1,1000000000,499999999500000000,2.773947
Baseline,1,1000000000,499999999500000000,2.753166
Baseline,1,1000000000,499999999500000000,2.769249
Baseline,1,1000000000,499999999500000000,2.764341
Baseline,1,1000000000,499999999500000000,2.687612
Baseline,1,1000000000,499999999500000000,2.689889
Baseline,1,1000000000,499999999500000000,2.764095
Baseline,1,1000000000,499999999500000000,2.762927
Baseline,1,1000000000,499999999500000000,2.703476
Baseline,1,1000000000,499999999500000000,2.760190
Baseline,1,1000000000,499999999500000000,2.728605
Baseline,1,1000000000,499999999500000000,2.683943
Baseline,1,1000000000,499999999500000000,2.789623
Baseline,1,1000000000,499999999500000000,2.770198
Baseline,1,1000000000,499999999500000000,2.778754
Multithreading,8,1000000000,499999999500000000,0.666238
Multithreading,8,1000000000,499999999500000000,0.671395
Multithreading,8,1000000000,499999999500000000,0.677467
Multithreading,8,1000000000,499999999500000000,0.661397
Multithreading,8,1000000000,499999999500000000,0.654858
Multithreading,8,1000000000,499999999500000000,0.658418
Multithreading,8,1000000000,499999999500000000,0.671177
Multithreading,8,1000000000,499999999500000000,0.655702
Multithreading,8,1000000000,499999999500000000,0.704098
Multithreading,8,1000000000,499999999500000000,0.680224
Multithreading,8,1000000000,499999999500000000,0.714627
Multithreading,8,1000000000,499999999500000000,0.666475
Multithreading,8,1000000000,499999999500000000,0.679931
Multithreading,8,1000000000,499999999500000000,0.675530
Multithreading,8,1000000000,499999999500000000,0.671478
Multithreading,8,1000000000,499999999500000000,0.670671
Multithreading,8,1000000000,499999999500000000,0.660080
Multithreading,8,1000000000,499999999500000000,0.739189
Multithreading,8,1000000000,499999999500000000,0.691354
Multithreading,8,1000000000,499999999500000000,0.680680
Multithreading,8,1000000000,499999999500000000,0.706838
Multithreading,8,1000000000,499999999500000000,0.640128
Multithreading,8,1000000000,499999999500000000,0.694621
Multithreading,8,1000000000,499999999500000000,0.681614
Multithreading,8,1000000000,499999999500000000,0.695112
Multithreading,8,1000000000,499999999500000000,0.658259
Multithreading,8,1000000000,499999999500000000,0.680667
Multithreading,8,1000000000,499999999500000000,0.686917
Multithreading,8,1000000000,499999999500000000,0.690217
Multithreading,8,1000000000,499999999500000000,0.701823
Multithreading,8,1000000000,499999999500000000,0.712381
Multithreading,8,1000000000,499999999500000000,0.705981
Multithreading,8,1000000000,499999999500000000,0.689596
Multithreading,8,1000000000,499999999500000000,0.696127
Multithreading,8,1000000000,499999999500000000,0.679790
Multithreading,8,1000000000,499999999500000000,0.729101
Multithreading,8,1000000000,499999999500000000,0.715833
Multithreading,8,1000000000,499999999500000000,0.682266
Multithreading,8,1000000000,499999999500000000,0.728688
Multithreading,8,1000000000,499999999500000000,0.733967
Multithreading,8,1000000000,499999999500000000,0.701548
Multithreading,8,1000000000,499999999500000000,0.709337
Multithreading,8,1000000000,499999999500000000,0.696870
Multithreading,8,1000000000,499999999500000000,0.707843
Multithreading,8,1000000000,499999999500000000,0.724948
Multithreading,8,1000000000,499999999500000000,0.686796
Multithreading,8,1000000000,499999999500000000,0.697233
Multithreading,8,1000000000,499999999500000000,0.703991
Multithreading,8,1000000000,499999999500000000,0.700400
Multithreading,8,1000000000,499999999500000000,0.699313
Multithreading,8,1000000000,499999999500000000,0.672488
Multithreading,8,1000000000,499999999500000000,0.722351
Multithreading,8,1000000000,499999999500000000,0.713946
Multithreading,8,1000000000,499999999500000000,0.660732
Multithreading,8,1000000000,499999999500000000,0.695022
Multithreading,8,1000000000,499999999500000000,0.708396
Multithreading,8,1000000000,499999999500000000,0.701642
Multithreading,8,1000000000,499999999500000000,0.664860
Multithreading,8,1000000000,499999999500000000,0.688536
Multithreading,8,1000000000,499999999500000000,0.665481
Multithreading,8,1000000000,499999999500000000,0.743494
Multithreading,8,1000000000,499999999500000000,0.677477
Multithreading,8,1000000000,499999999500000000,0.694660
Multithreading,8,1000000000,499999999500000000,0.722311
Multithreading,8,1000000000,499999999500000000,0.752639
Multithreading,8,1000000000,499999999500000000,0.735542
Multithreading,8,1000000000,499999999500000000,0.695101
Multithreading,8,1000000000,499999999500000000,0.710505
Multithreading,8,1000000000,499999999500000000,0.723517
Multithreading,8,1000000000,499999999500000000,0.734793
Multithreading,8,1000000000,499999999500000000,0.727611
Multithreading,8,1000000000,499999999500000000,0.686224
Multithreading,8,1000000000,499999999500000000,0.714219
Multithreading,8,1000000000,499999999500000000,0.685074
Multithreading,8,1000000000,499999999500000000,0.676249
Multithreading,8,1000000000,499999999500000000,0.729450
Multithreading,8,1000000000,499999999500000000,0.699305
Multithreading,8,1000000000,499999999500000000,0.731279
Multithreading,8,1000000000,499999999500000000,0.696627
Multithreading,8,1000000000,499999999500000000,0.713882
Multithreading,8,1000000000,499999999500000000,0.703384
Multithreading,8,1000000000,499999999500000000,0.732071
Multithreading,8,1000000000,499999999500000000,0.717740
Multithreading,8,1000000000,499999999500000000,0.713418
Multithreading,8,1000000000,499999999500000000,0.674940
Multithreading,8,1000000000,499999999500000000,0.711198
Multithreading,8,1000000000,499999999500000000,0.710292
Multithreading,8,1000000000,499999999500000000,0.712424
Multithreading,8,1000000000,499999999500000000,0.719668
Multithreading,8,1000000000,499999999500000000,0.742450
Multithreading,8,1000000000,499999999500000000,0.683319
Multithreading,8,1000000000,499999999500000000,0.645144
Multithreading,8,1000000000,499999999500000000,0.723286
Multithreading,8,1000000000,499999999500000000,0.699772
Multithreading,8,1000000000,499999999500000000,0.743404
Multithreading,8,1000000000,499999999500000000,0.703535
Multithreading,8,1000000000,499999999500000000,0.735393
Multithreading,8,1000000000,499999999500000000,0.700738
Multithreading,8,1000000000,499999999500000000,0.701500
Multithreading,8,1000000000,499999999500000000,0.742179
Multiprocessing_fork,8,1000000000,499999999500000000,0.687506
Multiprocessing_fork,8,1000000000,499999999500000000,0.919169
Multiprocessing_fork,8,1000000000,499999999500000000,0.760611
Multiprocessing_fork,8,1000000000,499999999500000000,0.701149
Multiprocessing_fork,8,1000000000,499999999500000000,0.690991
Multiprocessing_fork,8,1000000000,499999999500000000,0.776460
Multiprocessing_fork,8,1000000000,499999999500000000,0.704644
Multiprocessing_fork,8,1000000000,499999999500000000,0.738477
Multiprocessing_fork,8,1000000000,499999999500000000,0.685657
Multiprocessing_fork,8,1000000000,499999999500000000,0.684604
Multiprocessing_fork,8,1000000000,499999999500000000,0.687927
Multiprocessing_fork,8,1000000000,499999999500000000,0.761308
Multiprocessing_fork,8,1000000000,499999999500000000,0.703059
Multiprocessing_fork,8,1000000000,499999999500000000,0.737785
Multiprocessing_fork,8,1000000000,499999999500000000,0.774946
Multiprocessing_fork,8,1000000000,499999999500000000,0.750691
Multiprocessing_fork,8,1000000000,499999999500000000,0.774423
Multiprocessing_fork,8,1000000000,499999999500000000,0.726633
Multiprocessing_fork,8,1000000000,499999999500000000,0.742168
Multiprocessing_fork,8,1000000000,499999999500000000,0.742049
Multiprocessing_fork,8,1000000000,499999999500000000,0.704196
Multiprocessing_fork,8,1000000000,499999999500000000,0.679468
Multiprocessing_fork,8,1000000000,499999999500000000,0.725801
Multiprocessing_fork,8,1000000000,499999999500000000,0.822321
Multiprocessing_fork,8,1000000000,499999999500000000,0.682842
Multiprocessing_fork,8,1000000000,499999999500000000,0.640193
Multiprocessing_fork,8,1000000000,499999999500000000,0.757969
Multiprocessing_fork,8,1000000000,499999999500000000,0.783984
Multiprocessing_fork,8,1000000000,499999999500000000,0.856123
Multiprocessing_fork,8,1000000000,499999999500000000,0.696681
Multiprocessing_fork,8,1000000000,499999999500000000,0.637697
Multiprocessing_fork,8,1000000000,499999999500000000,0.767131
Multiprocessing_fork,8,1000000000,499999999500000000,0.758010
Multiprocessing_fork,8,1000000000,499999999500000000,0.752165
Multiprocessing_fork,8,1000000000,499999999500000000,0.802266
Multiprocessing_fork,8,1000000000,499999999500000000,0.709509
Multiprocessing_fork,8,1000000000,499999999500000000,0.747519
Multiprocessing_fork,8,1000000000,499999999500000000,0.900706
Multiprocessing_fork,8,1000000000,499999999500000000,0.739202
Multiprocessing_fork,8,1000000000,499999999500000000,0.740997
Multiprocessing_fork,8,1000000000,499999999500000000,0.772540
Multiprocessing_fork,8,1000000000,499999999500000000,0.723151
Multiprocessing_fork,8,1000000000,499999999500000000,0.809711
Multiprocessing_fork,8,1000000000,499999999500000000,0.740900
Multiprocessing_fork,8,1000000000,499999999500000000,0.755489
Multiprocessing_fork,8,1000000000,499999999500000000,0.948693
Multiprocessing_fork,8,1000000000,499999999500000000,0.736099
Multiprocessing_fork,8,1000000000,499999999500000000,0.714255
Multiprocessing_fork,8,1000000000,499999999500000000,0.670249
Multiprocessing_fork,8,1000000000,499999999500000000,0.668774
Multiprocessing_fork,8,1000000000,499999999500000000,0.714669
Multiprocessing_fork,8,1000000000,499999999500000000,0.714156
Multiprocessing_fork,8,1000000000,499999999500000000,0.875403
Multiprocessing_fork,8,1000000000,499999999500000000,0.789386
Multiprocessing_fork,8,1000000000,499999999500000000,0.811006
Multiprocessing_fork,8,1000000000,499999999500000000,0.786074
Multiprocessing_fork,8,1000000000,499999999500000000,0.724874
Multiprocessing_fork,8,1000000000,499999999500000000,0.712257
Multiprocessing_fork,8,1000000000,499999999500000000,0.790568
Multiprocessing_fork,8,1000000000,499999999500000000,0.695380
Multiprocessing_fork,8,1000000000,499999999500000000,0.701306
Multiprocessing_fork,8,1000000000,499999999500000000,0.719572
Multiprocessing_fork,8,1000000000,499999999500000000,0.806189
Multiprocessing_fork,8,1000000000,499999999500000000,0.662549
Multiprocessing_fork,8,1000000000,499999999500000000,0.679557
Multiprocessing_fork,8,1000000000,499999999500000000,0.660900
Multiprocessing_fork,8,1000000000,499999999500000000,0.718862
Multiprocessing_fork,8,1000000000,499999999500000000,0.871621
Multiprocessing_fork,8,1000000000,499999999500000000,0.828351
Multiprocessing_fork,8,1000000000,499999999500000000,0.809604
Multiprocessing_fork,8,1000000000,499999999500000000,0.713949
Multiprocessing_fork,8,1000000000,499999999500000000,0.757928
Multiprocessing_fork,8,1000000000,499999999500000000,0.682224
Multiprocessing_fork,8,1000000000,499999999500000000,0.874554
Multiprocessing_fork,8,1000000000,499999999500000000,0.917699
Multiprocessing_fork,8,1000000000,499999999500000000,0.948105
Multiprocessing_fork,8,1000000000,499999999500000000,0.893754
Multiprocessing_fork,8,1000000000,499999999500000000,0.826957
Multiprocessing_fork,8,1000000000,499999999500000000,0.795405
Multiprocessing_fork,8,1000000000,499999999500000000,0.742999
Multiprocessing_fork,8,1000000000,499999999500000000,0.680491
Multiprocessing_fork,8,1000000000,499999999500000000,0.785745
Multiprocessing_fork,8,1000000000,499999999500000000,0.777137
Multiprocessing_fork,8,1000000000,499999999500000000,0.789282
Multiprocessing_fork,8,1000000000,499999999500000000,0.780657
Multiprocessing_fork,8,1000000000,499999999500000000,0.808448
Multiprocessing_fork,8,1000000000,499999999500000000,0.742210
Multiprocessing_fork,8,1000000000,499999999500000000,0.744844
Multiprocessing_fork,8,1000000000,499999999500000000,0.874011
Multiprocessing_fork,8,1000000000,499999999500000000,0.734006
Multiprocessing_fork,8,1000000000,499999999500000000,0.714003
Multiprocessing_fork,8,1000000000,499999999500000000,0.703380
Multiprocessing_fork,8,1000000000,499999999500000000,1.018563
Multiprocessing_fork,8,1000000000,499999999500000000,0.816194
Multiprocessing_fork,8,1000000000,499999999500000000,0.773095
Multiprocessing_fork,8,1000000000,499999999500000000,0.764863
Multiprocessing_fork,8,1000000000,499999999500000000,0.751150
Multiprocessing_fork,8,1000000000,499999999500000000,0.765139
Multiprocessing_fork,8,1000000000,499999999500000000,0.949222
Multiprocessing_fork,8,1000000000,499999999500000000,0.876265
Multiprocessing_popen,8,1000000000,499999999500000000,0.688431
Multiprocessing_popen,8,1000000000,499999999500000000,0.599561
Multiprocessing_popen,8,1000000000,499999999500000000,0.645710
Multiprocessing_popen,8,1000000000,499999999500000000,0.675432
Multiprocessing_popen,8,1000000000,499999999500000000,0.626912
Multiprocessing_popen,8,1000000000,499999999500000000,0.616927
Multiprocessing_popen,8,1000000000,499999999500000000,0.665822
Multiprocessing_popen,8,1000000000,499999999500000000,0.635092
Multiprocessing_popen,8,1000000000,499999999500000000,0.629780
Multiprocessing_popen,8,1000000000,499999999500000000,0.627249
Multiprocessing_popen,8,1000000000,499999999500000000,0.620713
Multiprocessing_popen,8,1000000000,499999999500000000,0.674627
Multiprocessing_popen,8,1000000000,499999999500000000,0.679664
Multiprocessing_popen,8,1000000000,499999999500000000,0.570309
Multiprocessing_popen,8,1000000000,499999999500000000,0.666157
Multiprocessing_popen,8,1000000000,499999999500000000,0.573697
Multiprocessing_popen,8,1000000000,499999999500000000,0.604249
Multiprocessing_popen,8,1000000000,499999999500000000,0.677484
Multiprocessing_popen,8,1000000000,499999999500000000,0.610268
Multiprocessing_popen,8,1000000000,499999999500000000,0.683192
Multiprocessing_popen,8,1000000000,499999999500000000,0.595919
Multiprocessing_popen,8,1000000000,499999999500000000,0.682286
Multiprocessing_popen,8,1000000000,499999999500000000,0.649722
Multiprocessing_popen,8,1000000000,499999999500000000,0.582544
Multiprocessing_popen,8,1000000000,499999999500000000,0.641071
Multiprocessing_popen,8,1000000000,499999999500000000,0.681226
Multiprocessing_popen,8,1000000000,499999999500000000,0.649164
Multiprocessing_popen,8,1000000000,499999999500000000,0.624191
Multiprocessing_popen,8,1000000000,499999999500000000,0.645611
Multiprocessing_popen,8,1000000000,499999999500000000,0.688402
Multiprocessing_popen,8,1000000000,499999999500000000,0.674784
Multiprocessing_popen,8,1000000000,499999999500000000,0.687245
Multiprocessing_popen,8,1000000000,499999999500000000,0.636702
Multiprocessing_popen,8,1000000000,499999999500000000,0.606575
Multiprocessing_popen,8,1000000000,499999999500000000,0.644066
Multiprocessing_popen,8,1000000000,499999999500000000,0.644022
Multiprocessing_popen,8,1000000000,499999999500000000,0.668862
Multiprocessing_popen,8,1000000000,499999999500000000,0.661088
Multiprocessing_popen,8,1000000000,499999999500000000,0.693698
Multiprocessing_popen,8,1000000000,499999999500000000,0.702417
Multiprocessing_popen,8,1000000000,499999999500000000,0.619204
Multiprocessing_popen,8,1000000000,499999999500000000,0.684112
Multiprocessing_popen,8,1000000000,499999999500000000,0.627038
Multiprocessing_popen,8,1000000000,499999999500000000,0.605033
Multiprocessing_popen,8,1000000000,499999999500000000,0.640368
Multiprocessing_popen,8,1000000000,499999999500000000,0.655050
Multiprocessing_popen,8,1000000000,499999999500000000,0.652929
Multiprocessing_popen,8,1000000000,499999999500000000,0.678929
Multiprocessing_popen,8,1000000000,499999999500000000,0.681443
Multiprocessing_popen,8,1000000000,499999999500000000,0.610307
Multiprocessing_popen,8,1000000000,499999999500000000,0.643968
Multiprocessing_popen,8,1000000000,499999999500000000,0.661208
Multiprocessing_popen,8,1000000000,499999999500000000,0.652414
Multiprocessing_popen,8,1000000000,499999999500000000,0.638785
Multiprocessing_popen,8,1000000000,499999999500000000,0.685686
Multiprocessing_popen,8,1000000000,499999999500000000,0.629420
Multiprocessing_popen,8,1000000000,499999999500000000,0.680322
Multiprocessing_popen,8,1000000000,499999999500000000,0.618615
Multiprocessing_popen,8,1000000000,499999999500000000,0.675933
Multiprocessing_popen,8,1000000000,499999999500000000,0.634708
Multiprocessing_popen,8,1000000000,499999999500000000,0.672961
Multiprocessing_popen,8,1000000000,499999999500000000,0.632124
Multiprocessing_popen,8,1000000000,499999999500000000,0.664628
Multiprocessing_popen,8,1000000000,499999999500000000,0.609399
Multiprocessing_popen,8,1000000000,499999999500000000,0.610841
Multiprocessing_popen,8,1000000000,499999999500000000,0.632176
Multiprocessing_popen,8,1000000000,499999999500000000,0.592414
Multiprocessing_popen,8,1000000000,499999999500000000,0.653479
Multiprocessing_popen,8,1000000000,499999999500000000,0.639318
Multiprocessing_popen,8,1000000000,499999999500000000,0.645259
Multiprocessing_popen,8,1000000000,499999999500000000,0.672853
Multiprocessing_popen,8,1000000000,499999999500000000,0.588235
Multiprocessing_popen,8,1000000000,499999999500000000,0.662629
Multiprocessing_popen,8,1000000000,499999999500000000,0.665712
Multiprocessing_popen,8,1000000000,499999999500000000,0.610224
Multiprocessing_popen,8,1000000000,499999999500000000,0.658486
Multiprocessing_popen,8,1000000000,499999999500000000,0.654305
Multiprocessing_popen,8,1000000000,499999999500000000,0.661744
Multiprocessing_popen,8,1000000000,499999999500000000,0.662505
Multiprocessing_popen,8,1000000000,499999999500000000,0.658754
Multiprocessing_popen,8,1000000000,499999999500000000,0.625932
Multiprocessing_popen,8,1000000000,499999999500000000,0.614533
Multiprocessing_popen,8,1000000000,499999999500000000,0.677024
Multiprocessing_popen,8,1000000000,499999999500000000,0.670226
Multiprocessing_popen,8,1000000000,499999999500000000,0.654199
Multiprocessing_popen,8,1000000000,499999999500000000,0.624743
Multiprocessing_popen,8,1000000000,499999999500000000,0.659015
Multiprocessing_popen,8,1000000000,499999999500000000,0.640984
Multiprocessing_popen,8,1000000000,499999999500000000,0.647811
Multiprocessing_popen,8,1000000000,499999999500000000,0.625016
Multiprocessing_popen,8,1000000000,499999999500000000,0.620609
Multiprocessing_popen,8,1000000000,499999999500000000,0.636982
Multiprocessing_popen,8,1000000000,499999999500000000,0.665156
Multiprocessing_popen,8,1000000000,499999999500000000,0.659978
Multiprocessing_popen,8,1000000000,499999999500000000,0.665943
Multiprocessing_popen,8,1000000000,499999999500000000,0.640035
Multiprocessing_popen,8,1000000000,499999999500000000,0.644691
Multiprocessing_popen,8,1000000000,499999999500000000,0.624267
Multiprocessing_popen,8,1000000000,499999999500000000,0.668658
Multiprocessing_popen,8,1000000000,499999999500000000,0.646011
Baseline,1,10000000000,-5340232226128654848,29.302368
Baseline,1,10000000000,-5340232226128654848,27.932151
Baseline,1,10000000000,-5340232226128654848,27.832126
Baseline,1,10000000000,-5340232226128654848,27.717546
Baseline,1,10000000000,-5340232226128654848,27.799490
Baseline,1,10000000000,-5340232226128654848,27.789325
Baseline,1,10000000000,-5340232226128654848,27.875566
Baseline,1,10000000000,-5340232226128654848,27.721567
Baseline,1,10000000000,-5340232226128654848,27.701161
Baseline,1,10000000000,-5340232226128654848,27.597369
Baseline,1,10000000000,-5340232226128654848,27.736751
Baseline,1,10000000000,-5340232226128654848,27.714091
Baseline,1,10000000000,-5340232226128654848,27.608423
Baseline,1,10000000000,-5340232226128654848,27.746079
Baseline,1,10000000000,-5340232226128654848,27.789005
Baseline,1,10000000000,-5340232226128654848,27.677422
Baseline,1,10000000000,-5340232226128654848,27.630081
Baseline,1,10000000000,-5340232226128654848,27.567881
Baseline,1,10000000000,-5340232226128654848,28.288209
Baseline,1,10000000000,-5340232226128654848,27.603452
Baseline,1,10000000000,-5340232226128654848,28.079094
Baseline,1,10000000000,-5340232226128654848,27.993255
Baseline,1,10000000000,-5340232226128654848,27.899398
Baseline,1,10000000000,-5340232226128654848,27.905022
Baseline,1,10000000000,-5340232226128654848,27.857012
Baseline,1,10000000000,-5340232226128654848,27.884260
Baseline,1,10000000000,-5340232226128654848,27.458476
Baseline,1,10000000000,-5340232226128654848,27.488314
Baseline,1,10000000000,-5340232226128654848,27.382875
Baseline,1,10000000000,-5340232226128654848,27.488980
Baseline,1,10000000000,-5340232226128654848,27.500055
Baseline,1,10000000000,-5340232226128654848,28.013201
Baseline,1,10000000000,-5340232226128654848,27.935899
Baseline,1,10000000000,-5340232226128654848,27.434785
Baseline,1,10000000000,-5340232226128654848,27.552346
Baseline,1,10000000000,-5340232226128654848,27.509718
Baseline,1,10000000000,-5340232226128654848,27.616762
Baseline,1,10000000000,-5340232226128654848,28.094047
Baseline,1,10000000000,-5340232226128654848,27.929369
